"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-03-21 09:28:00","0.372","77","","","1017.50","2.0","4.7","7.6","36.4204726","-6.1593848"
"2025-03-21 09:27:00","0.455","72","","","1017.48","","","","36.4204773","-6.1593199"
"2025-03-15 19:35:00","0.255","84","16","51.0","1018.43","1.0","2.0","3.0","",""
"2025-03-15 19:34:00","0.255","84","16","51.0","1018.42","1.0","2.0","3.0","",""
"2025-03-15 19:33:00","0.256","84","16","51.0","1018.41","1.0","2.0","3.0","",""
"2025-03-15 19:32:00","0.258","84","16","52.0","1018.41","1.0","2.0","3.0","",""
"2025-03-15 19:31:00","0.262","84","16","52.0","1018.38","1.0","2.0","3.0","",""
"2025-03-15 19:30:00","0.268","83","16","52.0","1018.40","1.0","2.0","3.0","",""
"2025-03-15 19:29:00","0.272","83","16","51.0","1018.40","1.0","2.0","3.0","",""
"2025-03-15 19:28:00","0.27","83","16","51.0","1018.41","1.0","2.0","3.0","",""
"2025-03-15 19:27:00","0.268","83","16","51.0","1018.39","1.0","2.0","3.0","",""
"2025-03-15 19:26:00","0.266","84","16","51.0","1018.39","1.0","2.0","3.0","",""
"2025-03-15 19:25:00","0.264","84","16","51.0","1018.37","1.0","2.0","3.0","",""
"2025-03-15 19:24:00","0.262","84","16","51.0","1018.38","1.0","2.0","3.0","",""
"2025-03-15 19:23:00","0.26","84","16","51.0","1018.39","1.0","2.0","3.0","",""
"2025-03-15 19:22:00","0.258","84","16","51.0","1018.39","1.0","2.0","3.0","",""
"2025-03-15 19:21:00","0.256","84","16","51.0","1018.41","1.0","2.0","3.0","",""
"2025-03-15 19:20:00","0.255","84","16","51.0","1018.40","1.0","2.0","3.0","",""
"2025-03-15 19:19:00","0.253","84","16","52.0","1018.40","1.0","2.0","3.0","",""
"2025-03-15 19:18:00","0.252","84","16","52.0","1018.42","1.0","2.0","3.0","",""
"2025-03-15 19:17:00","0.252","84","16","52.0","1018.41","1.0","2.0","3.0","",""
"2025-03-15 19:16:00","0.254","84","16","52.0","1018.40","1.0","2.0","3.0","",""
"2025-03-15 19:15:00","0.258","84","16","52.0","1018.43","1.0","2.0","3.0","",""
"2025-03-15 19:14:00","0.264","84","16","52.0","1018.43","1.0","2.0","3.0","",""
"2025-03-15 19:13:00","0.268","83","16","51.0","1018.43","1.0","2.0","4.0","",""
"2025-03-15 19:12:00","0.266","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:11:00","0.263","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:10:00","0.261","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:09:00","0.259","84","16","51.0","1018.42","1.0","3.0","5.0","",""
"2025-03-15 19:08:00","0.257","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:07:00","0.255","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:06:00","0.253","84","16","51.0","1018.44","1.0","3.0","5.0","",""
"2025-03-15 19:05:00","0.251","84","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:04:00","0.249","85","16","51.0","1018.43","1.0","3.0","5.0","",""
"2025-03-15 19:03:00","0.248","85","16","51.0","1018.41","1.0","3.0","5.0","",""
"2025-03-15 19:02:00","0.248","85","16","51.0","1018.39","1.0","3.0","5.0","",""
"2025-03-15 19:01:00","0.249","85","16","51.0","1018.41","1.0","3.0","5.0","",""
"2025-03-15 19:00:00","0.252","84","16","50.0","1018.40","1.0","3.0","5.0","",""
"2025-03-15 18:59:00","0.256","84","16","50.0","1018.39","1.0","3.0","5.0","",""
"2025-03-15 18:58:00","0.264","84","16","52.0","1018.37","1.0","3.0","4.0","",""
"2025-03-15 18:57:00","0.271","83","16","50.0","1018.35","1.0","2.0","4.0","",""
"2025-03-15 18:56:00","0.274","83","17","48.0","1018.35","1.0","2.0","3.0","",""
"2025-03-15 18:55:00","0.275","83","17","48.0","1018.35","1.0","2.0","3.0","",""
"2025-03-15 18:54:00","0.277","83","17","48.0","1018.35","1.0","2.0","3.0","",""
"2025-03-15 18:53:00","0.278","83","17","48.0","1018.32","1.0","2.0","3.0","",""
"2025-03-15 18:52:00","0.279","83","17","48.0","1018.30","1.0","2.0","3.0","",""
"2025-03-15 18:51:00","0.281","83","17","48.0","1018.28","1.0","2.0","3.0","",""
"2025-03-15 18:50:00","0.282","83","17","48.0","1018.27","1.0","2.0","3.0","",""
"2025-03-15 18:49:00","0.283","83","17","48.0","1018.25","1.0","2.0","3.0","",""
"2025-03-15 18:48:00","0.284","82","17","48.0","1018.25","1.0","2.0","3.0","",""
"2025-03-15 18:47:00","0.285","82","17","48.0","1018.25","1.0","2.0","3.0","",""
"2025-03-15 18:46:00","0.287","82","17","48.0","1018.26","1.0","2.0","3.0","",""
