"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-05-13 14:00:00","0.133","88","25.7","38.0","1008.30","8.0","9.0","10.0","37.989016","-1.1436059"
"2025-05-13 13:59:00","0.191","88","25.1","42.0","1008.30","5.0","7.0","8.0","37.989082","-1.1436397"
"2025-05-13 13:58:00","0.174","89","24.7","42.0","1008.20","","","","37.9889574","-1.1431328"
"2025-05-13 13:57:00","0.235","85","24.4","45.0","1008.60","","","","37.9892248","-1.1438406"
"2025-05-13 13:56:00","0.369","77","24.4","43.0","1008.50","6.8","8.6","9.4","37.9890953","-1.1438446"
"2025-05-13 13:55:00","0.442","73","24.5","39.0","1008.50","","","","37.9890953","-1.1438446"
"2025-05-13 13:54:00","0.416","75","24.5","39.0","1008.50","","","","37.9890953","-1.1438446"
"2025-05-13 13:53:00","0.397","76","24.5","39.0","1008.50","","","","37.9890953","-1.1438446"
"2025-05-13 13:52:00","0.383","77","24.5","39.0","1008.40","","","","37.9890953","-1.1438446"
"2025-05-13 13:51:00","0.393","76","24.5","39.0","1008.40","","","","37.9890953","-1.1438446"
"2025-05-13 13:50:00","0.372","77","24.6","39.0","1008.40","","","","37.9890953","-1.1438446"
"2025-05-13 13:49:00","0.365","78","24.6","39.0","1008.50","","","","37.9891137","-1.1438375"
"2025-05-13 13:48:00","0.36","78","24.6","39.0","1008.50","","","","37.9891137","-1.1438375"
"2025-05-13 13:47:00","0.35","79","24.6","39.0","1008.50","","","","37.9890962","-1.1438585"
"2025-05-13 13:46:00","0.341","79","24.6","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:45:00","0.325","80","24.7","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:44:00","0.291","82","24.6","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:43:00","0.244","85","24.6","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:42:00","0.252","84","24.2","41.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:41:00","0.461","72","24.4","41.0","1008.60","6.5","8.3","9.3","37.9890962","-1.1438585"
"2025-05-13 13:40:00","0.471","71","24.5","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:39:00","0.444","73","24.5","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:38:00","0.434","73","24.5","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:37:00","0.413","75","24.5","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:36:00","0.394","76","24.6","39.0","1008.60","","","","37.9890962","-1.1438585"
"2025-05-13 13:35:00","0.409","75","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:34:00","0.379","77","24.6","39.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:33:00","0.369","77","24.6","39.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:32:00","0.364","78","24.6","39.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:31:00","0.354","78","24.7","39.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:30:00","0.343","79","24.7","39.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:29:00","0.323","80","24.7","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:28:00","0.3","82","24.7","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:27:00","0.252","84","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:26:00","0.248","85","24.3","42.0","1008.60","","","","37.9890995","-1.1438345"
"2025-05-13 13:25:00","0.455","72","24.5","39.0","1008.80","8.5","10.0","11.3","37.9890995","-1.1438345"
"2025-05-13 13:24:00","0.483","71","24.5","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:23:00","0.471","71","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:22:00","0.453","72","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:21:00","0.441","73","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:20:00","0.45","73","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
"2025-05-13 13:19:00","0.399","76","24.6","39.0","1008.70","","","","37.9890995","-1.1438345"
