"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-03-06 10:17:00","0.176","89","17.7","61.0","1013.40","6.3","7.7","8.9","36.4204706","-6.1593286"
"2025-03-06 10:16:00","0.171","89","17.7","62.0","1013.50","","","","36.420518","-6.1592942"
"2025-03-06 10:15:00","0.091","90","17.3","65.0","1013.50","","","","36.4205252","-6.1593031"
"2025-03-06 10:14:00","0.06","90","17","64.0","1013.50","6.5","8.3","9.4","36.4205252","-6.1593031"
"2025-03-06 10:13:00","0.061","89","16.9","64.0","1013.50","7.3","9.0","9.9","36.4205252","-6.1593031"
"2025-03-06 10:12:00","0.068","90","16.9","64.0","1013.40","6.4","8.2","9.2","36.4204924","-6.1593051"
"2025-03-06 10:11:00","0.082","88","16.8","64.0","1013.40","7.9","9.6","10.7","36.4204924","-6.1593051"
"2025-03-06 10:10:00","0.082","90","16.7","64.0","1013.40","7.0","8.0","9.0","36.4205109","-6.1592595"
"2025-03-06 10:09:00","0.088","90","16.5","64.0","1013.40","7.0","9.0","10.0","36.420532","-6.1593406"
"2025-03-06 10:08:00","0.095","90","16.2","67.0","1013.40","7.0","8.0","9.0","36.4204951","-6.1593172"
"2025-03-06 10:07:00","0.106","93","16","67.0","1013.30","1.0","1.0","2.0","36.420507","-6.1592966"
"2025-03-06 10:06:00","0.13","92","16","67.0","1013.48","1.0","1.0","2.0","36.4205404","-6.1592404"
"2025-03-06 10:05:00","0.188","71","16","68.0","1013.38","23.0","26.0","27.0","",""
"2025-03-06 10:04:00","0.191","70","16","68.0","1013.34","24.0","27.0","28.0","",""
"2025-03-06 10:03:00","0.195","75","16","67.0","1013.37","19.0","22.0","23.0","",""
"2025-03-06 10:02:00","0.197","81","16","67.0","1013.34","13.0","15.0","17.0","",""
"2025-03-06 10:01:00","0.196","78","16","67.0","1013.32","16.0","18.0","19.0","",""
"2025-03-06 10:00:00","0.194","78","16","67.0","1013.31","16.0","18.0","19.0","",""
"2025-03-06 09:59:00","0.192","78","16","67.0","1013.31","16.0","18.0","19.0","",""
"2025-03-06 09:58:00","0.19","78","16","67.0","1013.32","16.0","18.0","19.0","",""
"2025-03-06 09:57:00","0.188","78","16","67.0","1013.31","16.0","18.0","19.0","",""
"2025-03-06 09:56:00","0.186","78","16","66.0","1013.32","16.0","18.0","19.0","",""
"2025-03-06 09:55:00","0.185","78","16","66.0","1013.30","16.0","18.0","19.0","",""
"2025-03-06 09:54:00","0.184","78","16","66.0","1013.30","16.0","18.0","19.0","",""
"2025-03-06 09:53:00","0.183","78","16","66.0","1013.27","16.0","18.0","19.0","",""
"2025-03-06 09:52:00","0.182","78","16","66.0","1013.26","16.0","18.0","19.0","",""
"2025-03-06 09:51:00","0.181","78","16","66.0","1013.22","16.0","18.0","19.0","",""
"2025-03-06 09:50:00","0.181","78","16","67.0","1013.17","16.0","18.0","19.0","",""
"2025-03-06 09:49:00","0.182","78","16","67.0","1013.17","16.0","18.0","19.0","",""
"2025-03-06 09:48:00","0.184","78","16","67.0","1013.18","16.0","18.0","19.0","",""
"2025-03-06 09:47:00","0.187","79","15","70.0","1013.17","15.0","17.0","18.0","",""
"2025-03-06 09:46:00","0.189","82","16","66.0","1013.18","12.0","15.0","16.0","",""
"2025-03-06 09:45:00","0.187","81","16","66.0","1013.13","13.0","16.0","17.0","",""
"2025-03-06 09:44:00","0.185","81","16","66.0","1013.10","13.0","16.0","17.0","",""
"2025-03-06 09:43:00","0.182","81","16","67.0","1013.08","13.0","16.0","17.0","",""
"2025-03-06 09:42:00","0.179","81","16","67.0","1013.07","13.0","16.0","17.0","",""
"2025-03-06 09:41:00","0.176","81","16","67.0","1013.06","13.0","16.0","17.0","",""
"2025-03-06 09:40:00","0.173","81","16","67.0","1013.04","13.0","16.0","17.0","",""
"2025-03-06 09:39:00","0.17","81","16","68.0","1013.02","13.0","16.0","17.0","",""
"2025-03-06 09:38:00","0.167","81","16","68.0","1012.99","13.0","16.0","17.0","",""
