"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-04-10 10:12:00","0.03","95","20.7","36.0","1011.10","2.7","4.6","5.9","36.4204961","-6.159256"
"2025-04-10 10:11:00","0.028","96","21","36.0","1011.12","","","","36.4206725","-6.159295"
"2025-04-03 12:29:00","0.332","80","21.3","47.0","1010.70","1.4","3.5","5.1","36.4205039","-6.1592495"
"2025-04-03 12:28:00","0.368","77","21.4","48.0","1010.60","1.0","3.0","5.0","36.420473","-6.1593696"
"2025-04-03 12:27:00","0.521","69","","","1010.70","1.0","3.0","5.0","36.4204258","-6.159264"
"2025-04-03 12:26:00","0.641","67","","","1010.70","1.0","3.0","5.0","36.4204829","-6.1593576"
"2025-04-03 12:25:00","1.053","60","","","1010.70","1.0","3.0","5.0","36.4204988","-6.1593031"
"2025-04-03 12:24:00","1.828","46","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:23:00","1.827","46","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:22:00","1.735","48","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:21:00","1.674","49","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:20:00","1.639","50","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:19:00","1.588","51","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:18:00","1.426","53","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:17:00","1.192","58","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:16:00","0.925","62","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:15:00","1.104","59","","","1010.80","1.8","4.0","5.5","36.4204861","-6.1594124"
"2025-04-03 12:14:00","1.593","51","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:13:00","1.462","53","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:12:00","1.276","56","","","1010.80","","","","36.4204861","-6.1594124"
"2025-04-03 12:11:00","0.964","61","","","1010.70","","","","36.4204861","-6.1594124"
"2025-04-03 12:10:00","0.654","67","","","1010.90","","","","36.4204861","-6.1594124"
"2025-04-03 12:09:00","0.576","68","","","1010.90","2.0","4.0","6.3","36.4204861","-6.1594124"
"2025-04-03 12:08:00","0.576","68","","","1010.90","1.6","3.8","5.4","36.4204581","-6.1593698"
"2025-04-03 12:07:00","0.585","68","","","1010.90","1.4","3.4","4.8","36.4203824","-6.1593622"
"2025-04-03 12:06:00","0.568","68","","","1010.90","1.0","3.0","4.0","36.4203571","-6.1592417"
"2025-04-03 12:05:00","0.557","69","","","1011.00","1.0","3.0","4.0","36.4204547","-6.1593151"
"2025-04-03 12:04:00","0.539","69","","","1010.90","1.0","3.0","4.0","36.4204743","-6.159331"
"2025-04-03 12:03:00","0.55","69","","","1010.80","1.0","3.0","4.0","36.4204941","-6.1593158"
"2025-04-03 12:02:00","0.567","68","","","1010.80","1.0","3.0","4.0","36.4204726","-6.1593328"
"2025-04-03 12:01:00","0.594","68","","","1010.90","1.0","2.0","4.0","36.4202108","-6.1591249"
"2025-04-03 12:00:00","0.617","67","","","1010.90","1.0","2.0","4.0","36.4204702","-6.1593604"
"2025-04-03 11:59:00","0.797","64","","","1010.90","1.0","3.0","4.0","36.4204663","-6.1592262"
"2025-04-03 11:58:00","1.099","59","","","1010.89","","","","",""
"2025-04-03 11:57:00","1.635","50","","","1010.98","1.0","2.0","4.0","36.4205072","-6.1592321"
"2025-04-03 11:56:00","1.618","50","","","1010.94","1.0","3.0","4.0","36.4205072","-6.1592321"
"2025-04-03 11:55:00","1.598","50","","","1010.92","1.0","3.0","4.0","36.4205072","-6.1592321"
"2025-04-03 11:54:00","1.579","51","","","1010.92","1.0","3.0","4.0","",""
"2025-04-03 11:53:00","1.56","51","","","1010.91","1.0","3.0","4.0","",""
"2025-04-03 11:52:00","1.54","51","","","1010.93","1.0","3.0","4.0","",""
"2025-04-03 11:51:00","1.52","52","","","1010.86","1.0","3.0","4.0","",""
"2025-04-03 11:50:00","1.501","52","","","1010.89","1.0","3.0","4.0","",""
"2025-04-03 11:49:00","1.482","52","","","1010.90","1.0","3.0","4.0","",""
