"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-03-04 13:18:00","1.699","49","19.7","51.0","995.70","","","","41.6726744","-0.8300908"
"2025-03-04 13:16:00","1.705","49","19.6","51.0","995.60","","","","41.6728399","-0.8297626"
"2025-03-04 13:15:00","1.637","50","19.5","50.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:14:00","1.643","50","19.5","50.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:13:00","1.724","48","19.5","50.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:12:00","1.709","49","19.6","52.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:11:00","1.678","49","19.6","52.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:10:00","1.642","50","19.4","55.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:09:00","1.589","51","19.2","55.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:08:00","1.463","53","19","55.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:07:00","1.354","55","18.7","55.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:06:00","1.23","57","18.4","58.0","995.80","","","","41.6728999","-0.8297647"
"2025-03-04 13:05:00","0.943","62","18","58.0","995.80","","","","41.6728999","-0.8297647"
"2025-03-04 13:04:00","0.878","63","17.3","59.0","995.70","","","","41.6728999","-0.8297647"
"2025-03-04 13:03:00","1.589","51","17.2","60.0","995.70","10.0","12.0","13.0","41.6728999","-0.8297647"
"2025-03-04 13:02:00","1.645","50","17","60.0","995.80","","","","41.6728999","-0.8297647"
"2025-03-04 13:01:00","1.596","51","16.7","59.0","995.90","","","","41.6728999","-0.8297647"
"2025-03-04 13:00:00","1.551","51","16.5","59.0","995.90","","","","41.6728999","-0.8297647"
"2025-03-04 12:59:00","1.553","51","16.3","62.0","995.90","","","","41.6728999","-0.8297647"
