"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-03-21 10:10:00","2.173","42","19.4","47.0","993.70","","","","43.5933568","-5.7624954"
"2025-03-21 10:09:00","1.799","47","18.9","47.0","993.80","","","","43.593144","-5.7619962"
"2025-03-21 10:08:00","1.568","51","18.4","50.0","993.70","","","","43.5933685","-5.7624477"
"2025-03-21 10:07:00","1.441","53","18.3","50.0","993.80","1.0","1.0","2.0","43.5932291","-5.762369"
"2025-03-21 10:06:00","1.364","55","18","50.0","993.90","1.0","2.6","4.9","43.5933575","-5.7624283"
"2025-03-21 10:05:00","1.545","51","17.9","45.0","993.90","1.0","3.3","5.4","43.5933568","-5.7624954"
"2025-03-21 10:04:00","2.006","43","17.9","47.0","994.00","1.0","2.5","4.6","43.5933465","-5.7625242"
"2025-03-21 10:03:00","1.966","44","18","50.0","994.05","","","","",""
"2025-03-21 10:02:00","2.039","43","18","48.0","994.05","1.0","1.0","2.0","",""
"2025-03-21 10:01:00","2.036","43","17","56.0","993.97","1.0","2.0","4.0","",""
"2025-03-21 10:00:00","1.822","47","17","47.0","994.01","1.0","2.0","4.0","",""
"2025-03-21 09:59:00","1.569","51","17","47.0","994.01","1.0","2.0","4.0","",""
"2025-03-21 09:58:00","1.253","56","17","46.0","994.03","1.0","2.0","4.0","",""
"2025-03-21 09:57:00","0.791","64","16","48.0","994.04","1.0","2.0","4.0","",""
"2025-03-21 09:56:00","0.524","69","16","46.0","993.54","1.0","2.0","4.0","",""
"2025-03-21 09:55:00","0.257","84","16","44.0","993.58","1.0","2.0","4.0","",""
"2025-03-21 09:54:00","0.201","87","16","44.0","993.37","1.0","2.0","4.0","",""
"2025-03-21 09:53:00","0.143","91","16","39.0","993.31","1.0","2.0","4.0","",""
"2025-03-21 09:52:00","0.151","90","16","37.0","993.39","1.0","2.0","4.0","",""
"2025-03-21 09:51:00","0.166","90","16","37.0","993.32","1.0","2.0","4.0","",""
"2025-03-21 09:50:00","0.167","89","16","38.0","993.40","1.0","2.0","4.0","",""
"2025-03-21 09:49:00","0.157","90","16","38.0","993.37","1.0","2.0","4.0","",""
"2025-03-21 09:48:00","0.166","90","16","38.0","993.37","1.0","2.0","4.0","",""
"2025-03-21 09:47:00","0.176","89","15","40.0","993.38","1.0","2.0","4.0","",""
"2025-03-21 09:46:00","0.183","89","15","40.0","993.46","1.0","2.0","4.0","",""
"2025-03-21 09:45:00","0.16","90","15","39.0","993.33","1.0","3.0","7.0","",""
"2025-03-21 09:44:00","0.165","90","15","40.0","993.46","1.0","3.0","7.0","",""
"2025-03-21 09:43:00","0.167","89","15","39.0","993.43","1.0","3.0","7.0","",""
"2025-03-21 09:42:00","0.179","89","15","40.0","993.43","1.0","3.0","7.0","",""
"2025-03-21 09:41:00","0.172","89","15","40.0","993.42","1.0","3.0","7.0","",""
"2025-03-21 09:40:00","0.187","88","16","37.0","993.46","1.0","3.0","7.0","",""
"2025-03-21 09:39:00","0.193","88","16","39.0","993.39","1.0","3.0","7.0","",""
"2025-03-21 09:38:00","0.201","87","16","38.0","993.36","1.0","3.0","7.0","",""
"2025-03-21 09:37:00","0.205","87","16","39.0","993.38","1.0","3.0","7.0","",""
"2025-03-21 09:36:00","0.202","87","16","39.0","993.38","1.0","3.0","7.0","",""
"2025-03-21 09:35:00","0.192","88","16","39.0","993.44","1.0","3.0","7.0","",""
"2025-03-21 09:34:00","0.189","88","16","39.0","993.47","1.0","3.0","7.0","",""
"2025-03-21 09:33:00","0.187","88","16","38.0","993.34","1.0","3.0","7.0","",""
"2025-03-21 09:32:00","0.198","88","15","42.0","993.34","1.0","3.0","7.0","",""
"2025-03-21 09:31:00","0.201","87","15","41.0","993.39","1.0","3.0","7.0","",""
"2025-03-21 09:30:00","0.213","87","15","40.0","993.36","1.0","3.0","7.0","",""
"2025-03-21 09:29:00","0.23","86","15","41.0","993.36","1.0","2.0","4.0","",""
"2025-03-21 09:28:00","0.253","84","15","42.0","993.30","1.0","2.0","4.0","",""
"2025-03-21 09:27:00","0.264","84","15","42.0","993.30","1.0","2.0","4.0","",""
"2025-03-21 09:26:00","0.281","83","15","43.0","993.41","1.0","2.0","4.0","",""
"2025-03-21 09:25:00","0.279","83","15","41.0","993.30","1.0","2.0","4.0","",""
"2025-03-21 09:24:00","0.286","82","15","42.0","993.46","1.0","2.0","4.0","",""
"2025-03-21 09:23:00","0.278","83","15","42.0","993.37","1.0","2.0","4.0","",""
"2025-03-21 09:22:00","0.305","81","15","41.0","993.29","1.0","2.0","4.0","",""
"2025-03-21 09:21:00","0.334","79","15","41.0","993.36","1.0","2.0","4.0","",""
"2025-03-21 09:20:00","0.345","79","15","43.0","993.30","1.0","2.0","4.0","",""
"2025-03-21 09:19:00","0.356","78","15","43.0","993.27","1.0","2.0","4.0","",""
