"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2025-05-29 11:36:00","0.213","87","31.8","33.0","995.00","4.9","6.3","7.3","40.0728081","-0.2080482"
"2025-05-29 11:35:00","0.233","86","32","33.0","994.90","4.3","5.9","6.5","40.0728192","-0.2080528"
"2025-05-29 11:34:00","0.257","84","32.1","33.0","995.00","5.0","7.0","7.0","40.0727864","-0.2080673"
"2025-05-29 11:33:00","0.314","81","33","32.0","995.10","","","","",""
"2025-05-29 11:32:00","0.302","81","33","31.0","995.06","4.0","6.0","6.0","40.0727988","-0.2079976"
"2025-05-29 11:31:00","0.301","81","33","32.0","995.06","4.0","6.0","6.0","40.0727988","-0.2079976"
"2025-05-29 11:30:00","0.3","82","33","32.0","995.05","4.0","6.0","6.0","40.0727988","-0.2079976"
"2025-05-29 11:29:00","0.3","82","33","32.0","995.08","4.0","6.0","6.0","",""
"2025-05-29 11:28:00","0.3","82","33","32.0","995.08","4.0","6.0","6.0","",""
"2025-05-29 11:27:00","0.301","81","33","32.0","995.07","4.0","6.0","6.0","",""
"2025-05-29 11:26:00","0.303","81","32","33.0","995.05","4.0","6.0","6.0","",""
"2025-05-29 11:25:00","0.306","81","32","33.0","995.04","4.0","5.0","6.0","",""
"2025-05-29 11:24:00","0.309","81","32","33.0","995.05","3.0","5.0","6.0","",""
"2025-05-29 11:23:00","0.31","81","32","34.0","995.07","5.0","7.0","8.0","",""
"2025-05-29 11:22:00","0.31","81","32","33.0","995.07","5.0","7.0","8.0","",""
"2025-05-29 11:21:00","0.311","81","32","34.0","995.06","5.0","7.0","8.0","",""
"2025-05-29 11:20:00","0.312","81","32","33.0","995.05","5.0","7.0","8.0","",""
"2025-05-29 11:19:00","0.313","81","32","33.0","995.06","5.0","7.0","8.0","",""
"2025-05-29 11:18:00","0.313","81","32","33.0","995.08","5.0","7.0","8.0","",""
"2025-05-29 11:17:00","0.313","81","32","33.0","995.09","5.0","7.0","8.0","",""
"2025-05-29 11:16:00","0.313","81","32","33.0","995.09","5.0","7.0","8.0","",""
"2025-05-29 11:15:00","0.314","81","32","33.0","995.09","5.0","7.0","8.0","",""
"2025-05-29 11:14:00","0.316","81","32","33.0","995.11","5.0","7.0","8.0","",""
"2025-05-29 11:13:00","0.319","80","32","33.0","995.10","5.0","7.0","8.0","",""
"2025-05-29 11:12:00","0.322","80","32","33.0","995.11","5.0","7.0","8.0","",""
"2025-05-29 11:11:00","0.325","80","32","33.0","995.11","5.0","7.0","8.0","",""
"2025-05-29 11:10:00","0.328","80","32","33.0","995.13","5.0","7.0","8.0","",""
"2025-05-29 11:09:00","0.332","80","32","33.0","995.13","5.0","6.0","8.0","",""
"2025-05-29 11:08:00","0.336","79","32","33.0","995.13","5.0","7.0","9.0","",""
"2025-05-29 11:07:00","0.338","79","32","33.0","995.13","5.0","6.0","7.0","",""
"2025-05-29 11:06:00","0.339","79","32","33.0","995.14","5.0","6.0","7.0","",""
"2025-05-29 11:05:00","0.34","79","32","33.0","995.15","5.0","6.0","7.0","",""
"2025-05-29 11:04:00","0.341","79","32","33.0","995.13","5.0","6.0","7.0","",""
"2025-05-29 11:03:00","0.342","79","32","33.0","995.11","5.0","6.0","7.0","",""
"2025-05-29 11:02:00","0.342","79","32","33.0","995.13","5.0","6.0","7.0","",""
"2025-05-29 11:01:00","0.343","79","32","33.0","995.13","5.0","6.0","7.0","",""
"2025-05-29 11:00:00","0.344","79","32","31.0","995.16","5.0","6.0","7.0","",""
"2025-05-29 10:59:00","0.345","79","33","31.0","995.18","5.0","6.0","7.0","",""
"2025-05-29 10:58:00","0.346","79","33","31.0","995.16","5.0","6.0","7.0","",""
"2025-05-29 10:57:00","0.348","79","33","31.0","995.17","5.0","6.0","7.0","",""
"2025-05-29 10:56:00","0.35","79","33","31.0","995.18","5.0","6.0","7.0","",""
"2025-05-29 10:55:00","0.352","78","33","31.0","995.16","5.0","6.0","7.0","",""
"2025-05-29 10:54:00","0.354","78","33","31.0","995.16","5.0","6.0","7.0","",""
"2025-05-29 10:53:00","0.358","78","33","31.0","995.17","4.0","6.0","7.0","",""
"2025-05-29 10:52:00","0.363","78","33","30.0","995.18","4.0","5.0","7.0","",""
"2025-05-29 10:51:00","0.365","78","33","30.0","995.18","6.0","7.0","8.0","",""
"2025-05-29 10:50:00","0.367","77","33","30.0","995.19","6.0","7.0","8.0","",""
"2025-05-29 10:49:00","0.369","77","33","30.0","995.17","6.0","7.0","8.0","",""
"2025-05-29 10:48:00","0.37","77","33","30.0","995.17","6.0","7.0","8.0","",""
